association_id,inspection_id,frame_id,image_id,label_disease_id,memory_id,association_status,rule_basis,use_disease_id_score,association_mode,association_score,spatial_distance_score,area_similarity_score,temporal_continuity_score,risk_similarity_score,confidence_level,match_type,candidate_count,top_candidate_ids,score_margin,conflict_reason,needs_manual_review,bbox_fields_present,geometry_score_applied,geometry_feature_available,geometry_limit_note,mileage_text,clock_direction,disease_type,kict_area_px,risk_level,growth_trend,kict_image_path,kict_mask_path
ASSOC-I002-I002_000180,I002,180,I002_000180,D004,MEM-D004,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,high,soft,10,MEM-D004:1.0000|MEM-D007:0.7787|MEM-D001:0.7353,0.2213,,false,true,false,false,bbox fields present but not used in scoring,K12+089.5,11点,spalling,9726,高,基本稳定,images/0036_105_35_270.png,masks/0036_105_35_270.png
ASSOC-I003-I003_000180,I003,180,I003_000180,D004,MEM-D004,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,high,soft,10,MEM-D004:1.0000|MEM-D007:0.7787|MEM-D001:0.7353,0.2213,,false,true,false,false,bbox fields present but not used in scoring,K12+089.5,11点,spalling,9726,高,基本稳定,images/0036_105_35_90.png,masks/0036_105_35_90.png
ASSOC-I001-I001_000013,I001,13,I001_000013,D005,MEM-D005,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D005:1.0000|MEM-D003:0.9373|MEM-D001:0.8564,0.0627,,true,true,false,false,bbox fields present but not used in scoring,K12+006.0,12点,water_leakage,9733,高,基本稳定,images/0036_105_7.png,masks/0036_105_7.png
ASSOC-I002-I002_000013,I002,13,I002_000013,D005,MEM-D005,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D005:1.0000|MEM-D003:0.9373|MEM-D001:0.8564,0.0627,,true,true,false,false,bbox fields present but not used in scoring,K12+006.0,12点,water_leakage,9733,高,基本稳定,images/0036_105_7_180.png,masks/0036_105_7_180.png
ASSOC-I003-I003_000013,I003,13,I003_000013,D005,MEM-D005,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D005:1.0000|MEM-D003:0.9373|MEM-D001:0.8564,0.0627,,true,true,false,false,bbox fields present but not used in scoring,K12+006.0,12点,water_leakage,9733,高,基本稳定,images/0036_105_7_270.png,masks/0036_105_7_270.png
ASSOC-I001-I001_000068,I001,68,I001_000068,D006,MEM-D006,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D006:1.0000|MEM-D002:0.8564|MEM-D001:0.8527,0.1436,,true,true,false,false,bbox fields present but not used in scoring,K12+033.5,7点,crack,9733,高,基本稳定,images/0036_105_7_90.png,masks/0036_105_7_90.png
ASSOC-I002-I002_000068,I002,68,I002_000068,D006,MEM-D006,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D006:1.0000|MEM-D002:0.8564|MEM-D001:0.8527,0.1436,,true,true,false,false,bbox fields present but not used in scoring,K12+033.5,7点,crack,9733,高,基本稳定,images/0036_106_7_270.png,masks/0036_106_7_270.png
ASSOC-I003-I003_000068,I003,68,I003_000068,D006,MEM-D006,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D006:1.0000|MEM-D002:0.8564|MEM-D001:0.8527,0.1436,,true,true,false,false,bbox fields present but not used in scoring,K12+033.5,7点,crack,9733,高,基本稳定,images/0036_106_7_90.png,masks/0036_106_7_90.png
ASSOC-I001-I001_000165,I001,165,I001_000165,D007,MEM-D004,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,0.9005,0.6625,0.9993,1.0000,1.0000,medium,soft,10,MEM-D004:0.9005|MEM-D007:0.8779|MEM-D005:0.7353,0.0226,,true,true,false,false,bbox fields present but not used in scoring,K12+082.0,8点,water_leakage,9733,高,基本稳定,images/0036_107_7_270.png,masks/0036_107_7_270.png
ASSOC-I002-I002_000165,I002,165,I002_000165,D007,MEM-D004,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,0.9005,0.6625,0.9993,1.0000,1.0000,medium,soft,10,MEM-D004:0.9005|MEM-D007:0.8779|MEM-D005:0.7353,0.0226,,true,true,false,false,bbox fields present but not used in scoring,K12+082.0,8点,water_leakage,9733,高,基本稳定,images/0036_107_7_90.png,masks/0036_107_7_90.png
ASSOC-I003-I003_000165,I003,165,I003_000165,D007,MEM-D007,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,high,soft,10,MEM-D007:1.0000|MEM-D004:0.7787|MEM-D008:0.7353,0.2213,,false,true,false,false,bbox fields present but not used in scoring,K12+082.0,8点,water_leakage,5692,高,面积减小,images/0037_97_49.png,masks/0037_97_49.png
ASSOC-I001-I001_000035,I001,35,I001_000035,D008,MEM-D008,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D008:1.0000|MEM-D010:0.9382|MEM-D009:0.9287,0.0618,,true,true,false,false,bbox fields present but not used in scoring,K12+017.0,10点,water_leakage,5692,高,基本稳定,images/0037_97_49_180.png,masks/0037_97_49_180.png
ASSOC-I002-I002_000035,I002,35,I002_000035,D008,MEM-D008,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D008:1.0000|MEM-D010:0.9382|MEM-D009:0.9287,0.0618,,true,true,false,false,bbox fields present but not used in scoring,K12+017.0,10点,water_leakage,5692,高,基本稳定,images/0037_97_49_270.png,masks/0037_97_49_270.png
ASSOC-I003-I003_000035,I003,35,I003_000035,D008,MEM-D008,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D008:1.0000|MEM-D010:0.9382|MEM-D009:0.9287,0.0618,,true,true,false,false,bbox fields present but not used in scoring,K12+017.0,10点,water_leakage,5692,高,基本稳定,images/0037_97_49_90.png,masks/0037_97_49_90.png
ASSOC-I001-I001_000028,I001,28,I001_000028,D009,MEM-D009,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D009:1.0000|MEM-D008:0.9287|MEM-D010:0.9110,0.0713,,true,true,false,false,bbox fields present but not used in scoring,K12+013.5,3点,spalling,5664,高,基本稳定,images/0038_103_33.png,masks/0038_103_33.png
ASSOC-I002-I002_000028,I002,28,I002_000028,D009,MEM-D009,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D009:1.0000|MEM-D008:0.9287|MEM-D010:0.9110,0.0713,,true,true,false,false,bbox fields present but not used in scoring,K12+013.5,3点,spalling,5664,高,基本稳定,images/0038_103_33_180.png,masks/0038_103_33_180.png
ASSOC-I003-I003_000028,I003,28,I003_000028,D009,MEM-D009,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D009:1.0000|MEM-D008:0.9287|MEM-D010:0.9110,0.0713,,true,true,false,false,bbox fields present but not used in scoring,K12+013.5,3点,spalling,5664,高,基本稳定,images/0038_103_33_90.png,masks/0038_103_33_90.png
ASSOC-I001-I001_000039,I001,39,I001_000039,D010,MEM-D010,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D010:1.0000|MEM-D008:0.9382|MEM-D009:0.9110,0.0618,,true,true,false,false,bbox fields present but not used in scoring,K12+019.0,2点,crack,5751,高,基本稳定,images/0038_103_34.png,masks/0038_103_34.png
ASSOC-I002-I002_000039,I002,39,I002_000039,D010,MEM-D010,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D010:1.0000|MEM-D008:0.9382|MEM-D009:0.9110,0.0618,,true,true,false,false,bbox fields present but not used in scoring,K12+019.0,2点,crack,5751,高,基本稳定,images/0038_103_34_180.png,masks/0038_103_34_180.png
ASSOC-I003-I003_000039,I003,39,I003_000039,D010,MEM-D010,matched,best scored candidate by spatial/area/temporal/risk similarity,false,no_id,1.0000,1.0000,1.0000,1.0000,1.0000,medium,soft,10,MEM-D010:1.0000|MEM-D008:0.9382|MEM-D009:0.9110,0.0618,,true,true,false,false,bbox fields present but not used in scoring,K12+019.0,2点,crack,5751,高,基本稳定,images/0038_103_35_180.png,masks/0038_103_35_180.png
