association_id,inspection_id,frame_id,image_id,disease_id,memory_id,association_status,rule_basis,association_score,spatial_distance_score,area_similarity_score,temporal_continuity_score,risk_similarity_score,confidence_level,match_type,candidate_count,top_candidate_ids,score_margin,conflict_reason,needs_manual_review,mileage_text,clock_direction,disease_type,kict_area_px,risk_level,growth_trend,kict_image_path,kict_mask_path
ASSOC-I001-13-D005,I001,13,I001_000013,D005,MEM-D005,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D005:1.0000|MEM-D003:0.7967|MEM-D001:0.7279,0.2033,,false,K12+006.0,12点,water_leakage,9733,高,基本稳定,images/0036_105_7.png,masks/0036_105_7.png
ASSOC-I002-13-D005,I002,13,I002_000013,D005,MEM-D005,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D005:1.0000|MEM-D003:0.7967|MEM-D001:0.7279,0.2033,,false,K12+006.0,12点,water_leakage,9733,高,基本稳定,images/0036_105_7_180.png,masks/0036_105_7_180.png
ASSOC-I003-13-D005,I003,13,I003_000013,D005,MEM-D005,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D005:1.0000|MEM-D003:0.7967|MEM-D001:0.7279,0.2033,,false,K12+006.0,12点,water_leakage,9733,高,基本稳定,images/0036_105_7_270.png,masks/0036_105_7_270.png
ASSOC-I001-68-D006,I001,68,I001_000068,D006,MEM-D006,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D006:1.0000|MEM-D002:0.7279|MEM-D001:0.7248,0.2721,,false,K12+033.5,7点,crack,9733,高,基本稳定,images/0036_105_7_90.png,masks/0036_105_7_90.png
ASSOC-I002-68-D006,I002,68,I002_000068,D006,MEM-D006,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D006:1.0000|MEM-D002:0.7279|MEM-D001:0.7248,0.2721,,false,K12+033.5,7点,crack,9733,高,基本稳定,images/0036_106_7_270.png,masks/0036_106_7_270.png
ASSOC-I003-68-D006,I003,68,I003_000068,D006,MEM-D006,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D006:1.0000|MEM-D002:0.7279|MEM-D001:0.7248,0.2721,,false,K12+033.5,7点,crack,9733,高,基本稳定,images/0036_106_7_90.png,masks/0036_106_7_90.png
ASSOC-I001-165-D007,I001,165,I001_000165,D007,MEM-D007,matched,same disease_id plus spatial/area/temporal/risk consistency,0.8962,1.0000,0.5848,1.0000,1.0000,medium,hard,10,MEM-D007:0.8962|MEM-D004:0.7654|MEM-D005:0.6250,0.1308,,true,K12+082.0,8点,water_leakage,9733,高,面积减小,images/0036_107_7_270.png,masks/0036_107_7_270.png
ASSOC-I002-165-D007,I002,165,I002_000165,D007,MEM-D007,matched,same disease_id plus spatial/area/temporal/risk consistency,0.8962,1.0000,0.5848,1.0000,1.0000,medium,hard,10,MEM-D007:0.8962|MEM-D004:0.7654|MEM-D005:0.6250,0.1308,,true,K12+082.0,8点,water_leakage,9733,高,面积减小,images/0036_107_7_90.png,masks/0036_107_7_90.png
ASSOC-I003-165-D007,I003,165,I003_000165,D007,MEM-D007,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D007:1.0000|MEM-D004:0.6619|MEM-D008:0.6250,0.3381,,false,K12+082.0,8点,water_leakage,5692,高,面积减小,images/0037_97_49.png,masks/0037_97_49.png
ASSOC-I001-35-D008,I001,35,I001_000035,D008,MEM-D008,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D008:1.0000|MEM-D010:0.7974|MEM-D009:0.7894,0.2026,,false,K12+017.0,10点,water_leakage,5692,高,基本稳定,images/0037_97_49_180.png,masks/0037_97_49_180.png
ASSOC-I002-35-D008,I002,35,I002_000035,D008,MEM-D008,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D008:1.0000|MEM-D010:0.7974|MEM-D009:0.7894,0.2026,,false,K12+017.0,10点,water_leakage,5692,高,基本稳定,images/0037_97_49_270.png,masks/0037_97_49_270.png
ASSOC-I003-35-D008,I003,35,I003_000035,D008,MEM-D008,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D008:1.0000|MEM-D010:0.7974|MEM-D009:0.7894,0.2026,,false,K12+017.0,10点,water_leakage,5692,高,基本稳定,images/0037_97_49_90.png,masks/0037_97_49_90.png
ASSOC-I001-28-D009,I001,28,I001_000028,D009,MEM-D009,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D009:1.0000|MEM-D008:0.7894|MEM-D010:0.7743,0.2106,,false,K12+013.5,3点,spalling,5664,高,基本稳定,images/0038_103_33.png,masks/0038_103_33.png
ASSOC-I002-28-D009,I002,28,I002_000028,D009,MEM-D009,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D009:1.0000|MEM-D008:0.7894|MEM-D010:0.7743,0.2106,,false,K12+013.5,3点,spalling,5664,高,基本稳定,images/0038_103_33_180.png,masks/0038_103_33_180.png
ASSOC-I003-28-D009,I003,28,I003_000028,D009,MEM-D009,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D009:1.0000|MEM-D008:0.7894|MEM-D010:0.7743,0.2106,,false,K12+013.5,3点,spalling,5664,高,基本稳定,images/0038_103_33_90.png,masks/0038_103_33_90.png
ASSOC-I001-39-D010,I001,39,I001_000039,D010,MEM-D010,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D010:1.0000|MEM-D008:0.7974|MEM-D009:0.7743,0.2026,,false,K12+019.0,2点,crack,5751,高,基本稳定,images/0038_103_34.png,masks/0038_103_34.png
ASSOC-I002-39-D010,I002,39,I002_000039,D010,MEM-D010,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D010:1.0000|MEM-D008:0.7974|MEM-D009:0.7743,0.2026,,false,K12+019.0,2点,crack,5751,高,基本稳定,images/0038_103_34_180.png,masks/0038_103_34_180.png
ASSOC-I003-39-D010,I003,39,I003_000039,D010,MEM-D010,matched,same disease_id plus spatial/area/temporal/risk consistency,1.0000,1.0000,1.0000,1.0000,1.0000,high,hard,10,MEM-D010:1.0000|MEM-D008:0.7974|MEM-D009:0.7743,0.2026,,false,K12+019.0,2点,crack,5751,高,基本稳定,images/0038_103_35_180.png,masks/0038_103_35_180.png
